domain,value_score,quality_score,growth_score,risk_score,fit_score,speed_score,winner
jobs,0.23048902977540645,0.717948717948718,0.6153846153846154,0.3333333333333335,0.5,0.4999999999999999,1
education,0.00020070426434274196,0.10444444444444442,0.025555555555555564,0.4896597731821214,0.11666666666666667,0.1522222222222222,0
jobs,0.32774782226720545,0.5897435897435898,0.7692307692307694,0.6666666666666667,0.5,0.0,1
education,0.00040379058410831674,0.2211111111111111,0.2822222222222222,0.4296197464976651,0.18444444444444447,0.1677777777777778,0
jobs,0.15586427285174462,0.8974358974358974,0.6153846153846154,1.0,0.5,1.0,1
products,0.0019445567577558458,0.7419354838709679,0.2866251630342974,0.999916,8.4e-05,0.002097236811520347,0
products,0.03037323415363586,0.6129032258064515,0.49543580624085387,0.99867,0.00133,0.037546139726268586,0
products,0.034317197891491964,1.0,0.3385556741272337,0.999832,0.000168,0.03210225807034034,1
jobs,0.20549166283481599,0.5641025641025641,0.6153846153846154,0.6666666666666667,0.5,1.0,0
cities,0.32175107336895237,0.9689087567879132,0.9045458729761363,0.16088718788441703,0.8669087217134736,0.7892932899645829,1
jobs,0.4084350379288997,0.6666666666666667,0.7692307692307694,0.6666666666666667,0.5,1.0,1
jobs,0.5028270067123749,0.7435897435897436,0.7692307692307694,0.6666666666666667,0.5,0.4999999999999999,1
products,0.03888138470813115,0.7741935483870968,0.5483719603530853,0.997334,0.002666,0.042413019681301026,0
products,0.03982498284086436,0.4516129032258064,0.4707950080927842,0.999038,0.000962,0.05678710074455005,0
products,0.04823705008499303,0.6451612903225806,0.2591908763277744,0.999942,5.8e-05,0.05809944611029708,0
products,0.008161873911306686,0.4516129032258064,0.3454102490514952,0.999816,0.000184,0.01168515889591312,0
jobs,0.2556405270228961,0.7948717948717949,0.30769230769230776,1.0,0.5,0.4999999999999999,0
jobs,0.33128768164898875,0.6153846153846154,0.6153846153846154,0.6666666666666667,0.5,1.0,1
jobs,0.48481688035121157,0.5641025641025641,0.9230769230769234,0.3333333333333335,0.5,0.0,1
products,0.00588484004946035,0.8387096774193549,0.4134125107370934,0.999548,0.000452,0.006034312353816118,0
products,0.004251796580419911,0.6774193548387097,0.4612041346864611,0.999152,0.000848,0.004942763404564813,0
products,0.004283470792121085,0.4516129032258064,0.48503075274923196,0.99884,0.00116,0.006160637840945294,0
products,0.05226845272710587,0.4193548387096775,0.3081038480148541,0.999888,0.000112,0.07685878605785104,0
jobs,0.23907665670813627,0.9487179487179487,0.30769230769230776,1.0,0.5,0.4999999999999999,0
products,0.013337650060996763,0.9354838709677419,0.36671622965622874,0.999756,0.000244,0.0129190600479904,1
jobs,0.03446610546109366,0.6923076923076923,0.0,0.6666666666666667,0.5,0.4999999999999999,0
education,1.3047262576482827e-05,0.0,0.0,0.8385590393595731,0.037777777777777785,0.0,0
education,0.004823344046078718,0.7222222222222222,0.6855555555555556,0.10340226817878585,0.7766666666666667,0.6411111111111112,1
products,0.014329242200039423,0.7419354838709679,0.4787449949926351,0.998932,0.001068,0.01595813315039397,0
jobs,0.1780076602762529,0.6410256410256411,0.7692307692307694,0.6666666666666667,0.5,1.0,1
jobs,0.2019312527454461,0.5128205128205129,0.30769230769230776,1.0,0.5,0.4999999999999999,0
jobs,0.1801911729573239,0.8717948717948718,0.6153846153846154,0.0,0.5,1.0,1
jobs,0.1552477516241481,0.30769230769230765,0.30769230769230776,0.6666666666666667,0.5,0.0,0
products,0.2382712246064183,0.9354838709677419,0.502323593531392,0.998544,0.001456,0.23319581658183033,1
jobs,0.1716395097628705,0.6410256410256411,0.30769230769230776,0.3333333333333335,0.5,0.4999999999999999,0
products,0.017715218600931795,0.7741935483870968,0.3709342264495875,0.999742,0.000258,0.019274830372281334,0
products,0.030576628685887373,1.0,0.3290175200403534,0.999852,0.000148,0.028585655287890113,1
jobs,0.09615676079747021,0.38461538461538464,0.30769230769230776,0.0,0.5,1.0,0
products,0.03251932523158512,0.7741935483870968,0.29962781248990494,0.9999,0.0001,0.03545821568807834,0
products,0.07946796839069976,0.7096774193548386,0.3560965344334077,0.999788,0.000212,0.09104280303830296,0
products,0.02350193257504508,1.0,0.2934034749817509,0.999908,9.2e-05,0.021934556307793424,1
education,8.668440493150842e-05,0.04666666666666666,0.11666666666666667,0.6230820547031354,0.018888888888888882,0.021111111111111115,0
jobs,0.24290679483457964,0.43589743589743585,0.6153846153846154,1.0,0.5,1.0,0
products,0.013305042581236236,1.0,0.3011075827370085,0.999898,0.000102,0.01234820467156666,1
education,8.325725109737114e-06,0.0,0.0,0.8905937291527685,0.07777777777777778,0.016666666666666666,0
jobs,0.4772978902129824,1.0,0.9230769230769234,0.6666666666666667,0.5,1.0,1
cities,0.23641748176599287,0.7563108951696641,0.6736466033053585,0.442229145062066,0.6550068286236453,0.7378620936614144,0
education,0.009000927660021354,0.81,0.7466666666666667,0.061374249499666446,0.8244444444444444,0.7166666666666667,1
products,0.023964541375374012,0.48387096774193544,0.4628010544927084,0.999134,0.000866,0.033172013758059095,0
education,0.00039965830056097894,0.19777777777777777,0.14666666666666667,0.4029352901934623,0.2677777777777778,0.2222222222222222,1
products,0.10472078189674842,0.8709677419354838,0.32695777916204616,0.999856,0.000144,0.10688837629360783,1
education,3.3698517682893715e-06,0.0,0.0,0.95263509006004,0.0,0.0,0
education,0.0002534483250992375,0.14888888888888888,0.22666666666666666,0.49366244162775186,0.0677777777777778,0.0677777777777778,0
jobs,0.2731266103406023,0.8205128205128205,0.9230769230769234,0.0,0.5,0.0,1
jobs,0.5234778989984099,0.6410256410256411,0.9230769230769234,0.6666666666666667,0.5,1.0,1
jobs,0.1700519676018095,0.6410256410256411,0.7692307692307694,0.6666666666666667,0.5,0.0,1
products,0.06955783443709225,0.903225806451613,0.5785436921276155,0.996038,0.003962,0.06943406360738383,1
products,0.06278688837577198,0.903225806451613,0.28837709704646025,0.999914,8.6e-05,0.06266221684998277,1
jobs,0.13106984414857134,0.6923076923076923,0.30769230769230776,0.0,0.5,1.0,0
education,1.5256977431878946e-06,0.0,0.029999999999999992,0.9779853235490327,0.012222222222222218,0.0,0
jobs,0.8428795651470274,0.8717948717948718,1.0,0.6666666666666667,0.5,0.0,1
jobs,0.4875783816831543,0.8461538461538463,1.0,0.6666666666666667,0.5,0.4999999999999999,1
cities,0.4217464484448714,0.4836331106624648,0.5700197973603244,0.461680639569955,0.6105600208944445,0.4737489477468998,0
products,0.009697070176977414,0.6451612903225806,0.5654909531927513,0.996662,0.003338,0.011647650931763072,0
housing,0.1037991889047324,0.6943858976815482,0.9997643022559994,0.010550178282167505,0.9365342163355408,0.8950381679389313,1
housing,0.2421064601936179,0.36539566966851894,0.9540172471852272,0.1686434658024365,0.3187086092715232,0.5877862595419847,0
products,0.044022141339993756,0.5483870967741936,0.4140809867184087,0.999544,0.000456,0.05748636597693501,0
products,0.014113956235744135,0.6451612903225806,0.4544591750118592,0.999224,0.000776,0.01697127297356081,0
jobs,0.155681885321914,1.0,0.30769230769230776,0.3333333333333335,0.5,0.0,0
education,0.011400631381640606,0.8533333333333333,0.8822222222222222,0.050700466977985324,0.7755555555555556,0.73,1
products,0.005776067922878282,0.7096774193548386,0.5634562121582557,0.99675,0.00325,0.0065554846960603225,0
education,8.784459596388805e-06,0.0,0.005555555555555556,0.885256837891928,0.0,0.016666666666666666,0
jobs,0.1245141684284617,0.5128205128205129,0.30769230769230776,0.6666666666666667,0.5,0.4999999999999999,0
products,0.00947612916609635,0.22580645161290328,0.5692742063686351,0.996492,0.003508,0.017365003230758905,0
jobs,0.024031483684022595,0.5384615384615385,0.0,0.6666666666666667,0.5,0.0,0
education,0.0002828946440593423,0.1688888888888889,0.14666666666666667,0.48699132755170116,0.17222222222222222,0.17666666666666664,0
housing,0.04857308137292712,0.7526346043303316,0.9836232217015466,0.01351286553177942,1.0,0.5877862595419847,1
jobs,0.0018187376214097272,0.7435897435897436,0.0,1.0,0.5,1.0,0
education,0.00133710565072475,0.43666666666666665,0.48444444444444446,0.23749166110740494,0.25888888888888884,0.35888888888888887,1
products,0.0033284751008959314,0.29032258064516125,0.3339357279458207,0.999842,0.000158,0.005762143350010589,0
jobs,0.028860899966861985,0.9743589743589745,0.0,0.6666666666666667,0.5,0.4999999999999999,0
jobs,0.08998384200616008,0.717948717948718,0.0,1.0,0.5,0.4999999999999999,0
jobs,0.3143975688512925,0.9230769230769231,0.6153846153846154,0.6666666666666667,0.5,0.4999999999999999,1
jobs,0.07791287013750992,0.6923076923076923,0.0,0.6666666666666667,0.5,1.0,0
products,0.0015212325716683767,0.5483870967741936,0.23555528019981192,0.999958,4.2e-05,0.0019916872944403187,0
products,0.05260665764674619,0.48387096774193544,0.2539332212097602,0.999946,5.4e-05,0.07277079430172546,0
education,0.002406951657494251,0.57,0.5144444444444444,0.16744496330887257,0.5644444444444444,0.5466666666666667,1
products,0.015600101901280118,0.8387096774193549,0.5377212934682996,0.997682,0.002318,0.01618271341925112,1
jobs,0.43984165679804565,0.6410256410256411,0.7692307692307694,1.0,0.5,0.4999999999999999,1
education,2.3980500459134784e-05,0.011111111111111112,0.0,0.8125416944629753,0.07777777777777778,0.0,0
education,0.0006602692397707463,0.3,0.29555555555555557,0.3442294863242161,0.3055555555555556,0.2177777777777778,1
products,0.02193484352480614,1.0,0.2751727915504082,0.999928,7.2e-05,0.02046129664823131,1
education,4.0405906189030366e-05,0.011111111111111112,0.013333333333333326,0.6891260840560374,0.025555555555555564,0.0,0
education,8.842190311739848e-06,0.0,0.07666666666666665,0.8845897264843229,0.026666666666666672,0.0,0
products,0.07467501180316344,0.8387096774193549,0.3478296831551404,0.99981,0.00019,0.07789138249402794,1
jobs,0.09879752672234196,1.0,0.0,0.6666666666666667,0.5,0.4999999999999999,0
jobs,0.39144987810861565,0.7948717948717949,0.6153846153846154,1.0,0.5,0.4999999999999999,1
jobs,0.2223766379556156,0.8461538461538463,0.30769230769230776,0.6666666666666667,0.5,0.0,0
products,0.19260830324657183,0.6451612903225806,0.46227245741457773,0.99914,0.00086,0.23210845954351755,0
jobs,0.346775208653903,0.7435897435897436,0.6153846153846154,0.3333333333333335,0.5,1.0,1
jobs,0.10051351080581894,0.5897435897435898,0.0,0.0,0.5,0.4999999999999999,0
jobs,0.6864193217752729,0.8974358974358974,1.0,0.6666666666666667,0.5,0.0,1
products,0.005872911733153941,0.7419354838709679,0.40962724730564104,0.99957,0.00043,0.006493837867723793,0
education,8.517765701302225e-05,0.060000000000000005,0.08222222222222221,0.6824549699799867,0.12444444444444444,0.1211111111111111,0
jobs,0.2849612490720071,0.6666666666666667,0.6153846153846154,0.6666666666666667,0.5,0.0,1
jobs,0.5289752132778122,0.43589743589743585,0.9230769230769234,0.0,0.5,0.4999999999999999,1
education,0.0001816017520268623,0.11444444444444445,0.043333333333333335,0.5517011340893929,0.13,0.13111111111111112,0
jobs,0.41255288596155476,0.8974358974358974,0.9230769230769234,0.6666666666666667,0.5,1.0,1
education,2.2287668803559492e-05,0.0,0.0,0.752501667778519,0.0,0.07777777777777778,0
products,0.03470457604453997,0.4516129032258064,0.45957303327695354,0.99917,0.00083,0.04949343005406381,0
education,0.0007575418744549052,0.3044444444444444,0.43333333333333335,0.3068712474983322,0.23333333333333334,0.2866666666666666,1
jobs,0.5363169535631074,0.5641025641025641,0.9230769230769234,0.6666666666666667,0.5,1.0,1
jobs,0.2752279201913271,0.9230769230769231,0.30769230769230776,0.3333333333333335,0.5,1.0,0
jobs,0.15580775840588162,0.8461538461538463,0.30769230769230776,0.3333333333333335,0.5,0.0,0
products,0.0033141117480795105,0.6774193548387097,0.2687290304146547,0.999934,6.6e-05,0.0038408371637907667,0
products,0.017088129492858255,0.5806451612903226,0.5051957526539915,0.998488,0.001512,0.021698818303501472,0
jobs,0.19440455609187193,0.6666666666666667,0.30769230769230776,0.3333333333333335,0.5,0.4999999999999999,0
jobs,0.39874281046339277,0.7435897435897436,0.7692307692307694,0.0,0.5,0.4999999999999999,1
education,0.0009035042707763017,0.3577777777777778,0.3,0.2941961307538359,0.3855555555555556,0.44,1
cities,0.5913377491523807,0.5291701621307032,0.5219810372804824,0.5547671838914107,0.5293853647697246,0.4272828102214562,0
products,0.31489870943558024,0.5483870967741936,0.59687493084714,0.99496,0.00504,0.4111778174003104,1
products,0.021316651594645596,1.0,0.830270157344363,0.892178,0.107822,0.019880118933771822,1
housing,0.3395137140002639,0.6068212301207128,0.893140127872489,0.18481236227781528,0.5314569536423841,0.08587786259541985,1
jobs,0.14739481248763747,0.6923076923076923,0.30769230769230776,1.0,0.5,0.4999999999999999,0
products,0.014757460767420948,0.5806451612903226,0.3169309010798901,0.999874,0.000126,0.018737845284626315,0
products,0.17052088120788217,0.6774193548387097,0.43837924591948824,0.999372,0.000628,0.20033492616695625,1
housing,0.23003194218548265,0.509292968001533,0.9363824026738038,0.13399026757186716,0.5899558498896247,0.08587786259541985,0
products,0.012277049074258424,0.7419354838709679,0.2866251630342974,0.999916,8.4e-05,0.01366132583006573,0
education,0.0009185652147946339,0.34888888888888886,0.3611111111111111,0.28418945963975983,0.39777777777777773,0.3322222222222222,1
housing,0.16875702141216317,0.5271124736539569,0.9966601056447418,0.024388341840689717,0.8780353200883002,0.8091603053435115,0
products,0.05584724207935115,0.903225806451613,0.48760987447842713,0.9988,0.0012,0.05572164741635709,1
cities,0.38995048060804816,0.7860594445921903,0.8240244853662934,0.5916889605566816,0.6905611585482393,0.6179859684899468,1
housing,0.22709704487567964,0.48572523471929496,0.9929005186923934,0.04913512254497599,0.7646247240618101,0.7709923664122138,0
housing,0.1798981278097293,0.45200229929105196,0.9990521511324957,0.06102118724769596,0.6710816777041944,0.9312977099236641,0
products,0.2016715870795931,0.4193548387096775,0.5191400253119636,0.998184,0.001816,0.29632382980019667,0
products,0.017182393669690297,0.5806451612903226,0.3011075827370085,0.999898,0.000102,0.021818575213267265,0
products,0.1323884013156484,0.7419354838709679,0.4409949894652505,0.99935,0.00065,0.14808952833052946,1
products,0.01682180633430805,0.8387096774193549,0.36855260220690916,0.99975,0.00025,0.017458885565600938,1
jobs,0.21883420973538395,0.5641025641025641,0.6153846153846154,0.6666666666666667,0.5,0.0,0
jobs,0.6603327673325953,0.717948717948718,1.0,1.0,0.5,0.4999999999999999,1
jobs,0.35336427927384073,1.0,0.7692307692307694,0.6666666666666667,0.5,1.0,1
products,0.01659885777919987,0.5483870967741936,0.4356705164795488,0.999394,0.000606,0.02167898317670226,0
education,0.0003009496681897818,0.14222222222222222,0.17333333333333334,0.418945963975984,0.12555555555555556,0.18444444444444447,0
products,0.07949542315921117,0.6774193548387097,0.3169309010798901,0.999874,0.000126,0.0933657854249043,0
jobs,0.5073353181891744,1.0,0.9230769230769234,0.3333333333333335,0.5,1.0,1
products,0.034858196963426624,0.6451612903225806,0.4307523085740815,0.999432,0.000568,0.04197406808960335,0
housing,0.17791944957322126,0.5472312703583062,0.999544564969628,0.035504710607480866,0.804635761589404,0.8416030534351145,0
jobs,0.10199316175205057,0.6666666666666667,0.30769230769230776,0.3333333333333335,0.5,0.0,0
education,1.2536226480110463e-05,0.0,0.016666666666666666,0.8438959306204136,0.07555555555555557,0.022222222222222223,0
jobs,0.2792841161012225,0.9230769230769231,0.7692307692307694,0.3333333333333335,0.5,0.4999999999999999,1
products,0.08579604779801096,1.0,0.4459716149843225,0.999306,0.000694,0.08049881401357999,1
products,0.019845862808756637,0.5806451612903226,0.2159072135680063,0.999968,3.2e-05,0.025202350938795276,0
products,0.02906010934727663,0.4193548387096775,0.33765382013165884,0.999834,0.000166,0.04276699730712322,0
jobs,0.2191938471181486,0.9487179487179487,0.6153846153846154,0.6666666666666667,0.5,0.4999999999999999,1
products,0.06452169807842974,0.8709677419354838,0.34032798129102576,0.999828,0.000172,0.0658099356707558,1
jobs,0.08077198733048878,0.6410256410256411,0.0,0.0,0.5,1.0,0
products,0.007254303987590546,0.9354838709677419,0.4577187867322389,0.99919,0.00081,0.006961657981042862,1
housing,0.20718587901781477,0.4679057290668711,0.9503656743158471,0.14559898489616716,0.4594370860927153,0.08587786259541985,0
education,0.0016136053163704502,0.45999999999999996,0.33,0.2068045363575717,0.40888888888888886,0.44,1
education,0.0006350105412267586,0.29111111111111115,0.2644444444444444,0.34889926617745165,0.2833333333333333,0.23777777777777775,1
education,0.00013209945866824815,0.07666666666666665,0.09000000000000001,0.5730486991327551,0.16555555555555554,0.13111111111111112,0
products,0.06921116638140822,0.8387096774193549,0.2591908763277744,0.999942,5.8e-05,0.07218394037406833,1
products,0.0025895796808956357,0.7419354838709679,0.5333964011977199,0.99781,0.00219,0.0028191441958866103,0
jobs,0.1637480380496351,0.5384615384615385,0.6153846153846154,0.3333333333333335,0.5,1.0,0
jobs,0.07921270239235925,0.48717948717948717,0.0,0.3333333333333335,0.5,1.0,0
products,0.01293470399758563,0.6129032258064515,0.4732835810013155,0.999006,0.000994,0.01597456222666587,0
cities,0.3889218030932715,0.8322254397736062,0.904304303117989,0.6235651854171007,0.7473029356865467,0.4948312835386254,1
education,0.00023486231126935514,0.12888888888888891,0.1322222222222222,0.4836557705136758,0.15777777777777777,0.11888888888888888,0
products,0.00545357658816865,0.7096774193548386,0.28111391109917244,0.999922,7.8e-05,0.0061857503306109625,0
jobs,0.38943847760358197,0.5897435897435898,0.9230769230769234,0.6666666666666667,0.5,0.4999999999999999,1
products,0.014746762777695693,0.8387096774193549,0.6045191396013613,0.994428,0.005572,0.015291329553016013,1
jobs,0.12312442682792121,0.7435897435897436,0.30769230769230776,0.6666666666666667,0.5,1.0,0
jobs,0.039447083212383854,1.0,0.0,0.6666666666666667,0.5,0.0,0
housing,0.12734427447115454,0.5152328032190076,0.9857576519154573,0.031068188203912665,0.8959713024282561,0.5877862595419847,0
products,0.009195636267877907,0.903225806451613,0.24828576589036017,0.99995,5e-05,0.009063835837161546,1
education,0.0006774533432598517,0.3088888888888889,0.2833333333333333,0.34356237491661107,0.33444444444444443,0.32111111111111107,1
jobs,0.26060866058194465,0.6153846153846154,0.6153846153846154,0.3333333333333335,0.5,0.4999999999999999,0
education,5.951216940252142e-06,0.0,0.04222222222222223,0.9192795196797865,0.014444444444444452,0.07888888888888891,0
housing,0.18877006140793254,0.49415596857635563,0.999092389469335,0.04348160647306825,0.7643487858719648,0.5973282442748091,0
education,0.00018012607802986714,0.10444444444444442,0.12222222222222222,0.5303535690460307,0.03555555555555555,0.06888888888888887,0
cities,0.14600129317303065,0.7845550906907031,0.8327350253416619,0.21450739851813005,0.6555331106706935,0.738677080578721,0
products,0.04222629739890079,0.6774193548387097,0.47759686369760285,0.998948,0.001052,0.04956873738746153,0
products,0.10105230670096604,0.48387096774193544,0.12264846055922737,0.999992,8e-06,0.13974868821911596,0
products,0.014395768324908957,0.38709677419354843,0.3944524926494988,0.999648,0.000352,0.021929488687864707,0
education,0.009932391604597246,0.85,0.6588888888888889,0.058038692461641096,0.7966666666666667,0.9577777777777778,1
education,2.09765566003434e-06,0.0,0.016666666666666666,0.9699799866577719,0.04888888888888889,0.0,0
education,0.004083484573502722,0.6777777777777778,0.5077777777777778,0.11541027351567712,0.5966666666666667,0.7066666666666666,1
jobs,0.18255964200667385,0.4102564102564103,0.7692307692307694,0.3333333333333335,0.5,0.4999999999999999,0
products,0.00793738266451203,0.903225806451613,0.7329574980426747,0.969932,0.030068,0.007805414856286096,1
education,7.536022186049314e-06,0.0,0.09222222222222223,0.8999332888592395,0.0,0.0,0
jobs,0.11768105815593363,0.6153846153846154,0.30769230769230776,1.0,0.5,1.0,0
cities,0.15963060832622766,0.9285325717049436,0.9587361958520395,0.10830889683601677,0.7667803476333175,0.8966315745589619,1
jobs,0.23070738104351354,0.6410256410256411,0.6153846153846154,0.0,0.5,0.4999999999999999,0
jobs,0.09964524341028717,0.6666666666666667,0.0,0.0,0.5,0.4999999999999999,0
products,0.06032455679300344,0.7741935483870968,0.6527338263600689,0.989508,0.010492,0.06585402324202151,0
jobs,0.0,1.0,0.0,0.3333333333333335,0.5,0.0,0
education,0.007027405654199487,0.7877777777777778,0.88,0.07671781187458306,0.8744444444444445,0.6844444444444444,1
education,0.0003825085378698414,0.22333333333333336,0.26222222222222225,0.45296864576384255,0.16444444444444445,0.2788888888888889,0
jobs,0.20193639042234274,0.48717948717948717,0.6153846153846154,0.6666666666666667,0.5,0.4999999999999999,0
education,0.031741725447639715,0.9311111111111111,1.0,0.019346230820547032,0.7944444444444444,0.7855555555555556,1
education,0.001245658860303258,0.38666666666666666,0.3888888888888889,0.23082054703135424,0.39555555555555555,0.39888888888888885,1
housing,0.323747435108616,0.4100402375934087,0.9871259801631743,0.09634797298731815,0.5413907284768211,0.7709923664122138,0
education,0.000903295022936911,0.3322222222222222,0.3066666666666667,0.2781854569713142,0.2866666666666666,0.25888888888888884,1
education,0.00033040503770504544,0.18333333333333332,0.17777777777777778,0.45096731154102737,0.08555555555555555,0.17666666666666664,0
jobs,0.32350666998903105,0.8974358974358974,0.6153846153846154,0.6666666666666667,0.5,0.4999999999999999,1
education,1.8319999742715986e-05,0.0,0.0,0.7871914609739826,0.10222222222222221,0.0,0
cities,0.18889752162615223,0.8106134585822099,0.7548718163376553,0.18965800276249228,0.7492356464299087,0.5839484375637428,1
jobs,0.16360932077342588,0.7948717948717949,0.30769230769230776,0.6666666666666667,0.5,0.4999999999999999,0
education,3.4696331998839467e-06,0.0,0.0,0.9513008672448299,0.07,0.02333333333333333,0
jobs,0.11084537904495724,1.0,0.0,0.6666666666666667,0.5,0.4999999999999999,0
education,0.0010868827997829625,0.3933333333333333,0.44,0.26617745163442297,0.42666666666666664,0.29111111111111115,1
education,1.972855377793632e-05,0.0,0.0011111111111111072,0.7745163442294863,0.0,0.0033333333333333414,0
jobs,0.1038375877579435,0.8461538461538463,0.30769230769230776,1.0,0.5,1.0,0
products,0.05415833454601675,0.8387096774193549,0.558619197150835,0.99695,0.00305,0.05646000241273724,1
jobs,0.7778391444740431,0.5128205128205129,1.0,0.6666666666666667,0.5,0.4999999999999999,1
jobs,0.782221582866875,0.717948717948718,1.0,0.6666666666666667,0.5,1.0,1
products,0.01577634670985012,1.0,0.42167622449047343,0.999496,0.000504,0.014671539569887208,1
products,0.03455738581036918,1.0,0.1056436336932967,0.999994,6e-06,0.03232806474772221,1
jobs,0.19506474757308986,0.48717948717948717,0.7692307692307694,1.0,0.5,0.4999999999999999,0
jobs,0.43011603443271057,0.8717948717948718,0.7692307692307694,0.6666666666666667,0.5,0.0,1
jobs,0.3661442505542269,0.5897435897435898,0.7692307692307694,1.0,0.5,1.0,1
education,6.024264261113743e-05,0.027777777777777776,0.016666666666666666,0.6617745163442295,0.029999999999999992,0.0,0
jobs,0.1288144039909474,0.6153846153846154,0.0,0.6666666666666667,0.5,0.0,0
education,3.5696947197075676e-06,0.0,0.0,0.9499666444296198,0.006666666666666663,0.0,0
jobs,0.18997330976852198,0.30769230769230765,0.6153846153846154,0.6666666666666667,0.5,0.0,0
jobs,0.10691505621902944,0.6410256410256411,0.0,0.3333333333333335,0.5,1.0,0
education,8.701281524742901e-07,0.0,0.0,0.9873248832555037,0.0,0.024444444444444435,0
education,6.338710249948023e-05,0.04222222222222223,0.0,0.7131420947298199,0.056666666666666664,0.07555555555555557,0
education,0.046294860863498946,0.9522222222222223,1.0,0.0133422281521014,0.9855555555555556,0.7822222222222223,1
products,0.015171970473203207,0.3548387096774194,0.33674116523276854,0.999836,0.000164,0.023896214995070823,0
education,2.9531110863035348e-05,0.0,0.0,0.6964643095396932,0.01555555555555556,0.0,0
products,0.03485197042605359,0.7096774193548386,0.3011075827370085,0.999898,0.000102,0.03989083112190619,0
jobs,0.09258093767741041,0.8461538461538463,0.0,0.6666666666666667,0.5,0.4999999999999999,0
products,0.0060419336037713005,0.5161290322580645,0.3181124096029392,0.999872,0.000128,0.008136797191287517,0
jobs,0.4546047713605339,0.6153846153846154,0.9230769230769234,1.0,0.5,0.0,1
jobs,0.2805377092640021,0.7948717948717949,0.9230769230769234,0.6666666666666667,0.5,0.0,1
cities,0.26139425427652996,0.7902806439562469,0.7894458914166012,0.2201730254841952,0.667311808303406,0.6778359817609305,1
products,0.008205784478341263,0.5806451612903226,0.18936423261519536,0.999978,2.2e-05,0.010414338598051149,0
jobs,0.17815151522935874,0.717948717948718,0.30769230769230776,1.0,0.5,0.0,0
