user_id,session_time,clicks,scroll_depth,categories_viewed,comparison_count,product_views,decision_time,price_sensitivity,feature_interest_score,device_type,previous_decisions,engagement_score,purchase_intent_score,true_segment,engagement_ratio,decision_efficiency,interaction_score,behavior_intensity,research_depth,intent_signal
user_00011,136,8,0.12804037769682253,1,1,4,782,0.8890319219997271,0.365471818387903,mobile,0,0.24401410036693533,0.27014579254122106,casual,0.058394160583941604,0.005108556832694764,1.0243230215745802,5,0.12804037769682253,0.18279511417637745
user_00012,440,14,0.5722154498450644,2,2,3,495,0.6022540313690878,0.6150291964558241,desktop,17,0.6389923983040231,0.7926570806698024,power_user,0.031746031746031744,0.006048387096774193,8.011016297830903,5,1.144430899690129,0.5105750678881602
user_00013,258,18,0.5030179602126945,3,3,3,298,0.5707621271461587,0.7374602511808731,mobile,30,0.5962945643792646,0.9091852151071195,power_user,0.0694980694980695,0.010033444816053512,9.054323283828502,6,1.5090538806380835,0.5455724888014433
user_00014,167,4,0.18775074054079594,1,2,1,410,0.6223917873078862,0.2811478829517697,tablet,0,0.3626253511195357,0.2883496731957555,casual,0.023809523809523808,0.0024330900243309003,0.7510029621631837,3,0.18775074054079594,0.22485740162146217
user_00015,93,7,0.43146418188916624,1,0,1,545,0.789489871563863,0.1896016830551488,tablet,0,0.394274808660281,0.27572270695938367,casual,0.07446808510638298,0.0018315018315018315,3.020249273224164,1,0.43146418188916624,0.22912097593128833
user_00016,160,9,0.13975055316713683,2,1,2,560,0.8313210747380247,0.5640385249185171,desktop,1,0.09419217750272345,0.27552991144804334,casual,0.055900621118012424,0.0035650623885918,1.2577549785042315,3,0.27950110633427366,0.1395391365466119
user_00017,630,42,0.8370737151657832,4,7,8,1524,0.774356367054585,0.6631595808577926,tablet,2,0.7655322042357426,0.5140312188493665,analytical,0.06656101426307448,0.005245901639344262,35.1570960369629,15,3.348294860663133,0.4368459193022727
user_00018,1752,26,0.827066056831828,4,4,16,1834,0.6032989781468887,0.920589923863522,desktop,9,0.7597505092846248,0.6608112490078145,analytical,0.014831717056474614,0.008719346049046322,21.50371747762753,20,3.308264227327312,0.49486545620322714
user_00019,993,20,0.7233036218152915,4,5,14,1854,0.5914740574570481,0.7161941906261982,desktop,9,0.7882730519004693,0.6373153772770633,analytical,0.02012072434607646,0.007547169811320755,14.46607243630583,19,2.893214487261166,0.4936722174243623
user_00020,309,1,0.35936011387539446,1,1,4,517,0.890808663403194,0.5719002115913772,desktop,0,0.26856925797979836,0.13007360644097501,casual,0.0032258064516129032,0.007722007722007722,0.35936011387539446,5,0.35936011387539446,0.13491682228693183
user_00021,409,14,0.6568467135014993,3,2,10,373,0.5365903844174882,0.6898838338476603,tablet,9,0.8404382470839028,0.8107685759183093,high_intent,0.03414634146341464,0.026737967914438502,9.19585398902099,12,1.9705401405044978,0.5844602948668262
user_00022,60,5,0.15764633289846747,2,2,2,702,0.7128360988157909,0.4895942940827357,mobile,0,0.18588445132164105,0.292945569442802,casual,0.08196721311475409,0.002844950213371266,0.7882316644923373,4,0.31529266579693493,0.17379704823762449
user_00023,54,4,0.19463472284942718,1,1,2,340,0.9228247976238214,0.48434438021227,tablet,0,0.1779662065737173,0.27903524571240634,casual,0.07272727272727272,0.005865102639296188,0.7785388913977087,3,0.19463472284942718,0.16676349104886662
user_00024,768,16,1.0,4,5,14,2316,0.5225998001202763,0.7571345490138326,desktop,8,0.739828603880465,0.5871268859596871,analytical,0.02080624187256177,0.006042296072507553,16.0,19,4.0,0.4586120243697666
user_00025,1291,26,0.8603279019017679,4,7,14,1296,0.4904610763113093,0.9176080875457192,tablet,6,0.6388657185382219,0.6049418523126138,analytical,0.020123839009287926,0.01079414032382421,22.368525449445965,21,3.4413116076070716,0.4368746985836593
user_00026,327,20,0.5479801019865027,3,4,10,921,0.4853968437252859,0.5721792813039566,desktop,9,0.8579481045429459,0.935382227569461,high_intent,0.06097560975609756,0.010845986984815618,10.959602039730054,14,1.6439403059595081,0.6347911184861129
user_00027,99,6,0.3089157477093272,2,1,4,356,0.8001615199756639,0.41009345962022675,tablet,1,0.3325026487378366,0.09449573809905337,casual,0.06,0.011204481792717087,1.8534944862559635,5,0.6178314954186545,0.14091043439878745
user_00028,1727,39,0.8088515562135655,3,6,13,1656,0.5796554911247068,0.7367210408302584,tablet,7,0.8223003925787616,0.5914787932625545,analytical,0.022569444444444444,0.007845503922751962,31.545210692329057,19,2.4265546686406965,0.48563528625547586
user_00029,535,12,0.4868444663085191,2,4,11,524,0.5146405635329944,0.7133743941639187,tablet,8,1.0,0.8304694999399074,high_intent,0.022388059701492536,0.02095238095238095,5.842133595702229,15,0.9736889326170381,0.6384735142616773
user_00030,80,4,0.20952970347430608,1,0,1,820,0.6953984803815245,0.41436522340135007,tablet,0,0.24928950779963993,0.17977302323070474,casual,0.04938271604938271,0.001218026796589525,0.8381188138972243,1,0.20952970347430608,0.14706146967115072
user_00031,828,9,0.7263937371874566,2,2,9,862,0.341095690984335,0.642722868161412,tablet,9,0.8518947413130963,0.8495732189067153,high_intent,0.010856453558504222,0.010428736964078795,6.537543634687109,11,1.4527874743749132,0.5985263310458386
user_00032,287,7,0.32441952239656374,2,2,3,834,0.7142740871655692,0.45606480378713726,tablet,1,0.1248648575593664,0.2140373498153496,casual,0.024305555555555556,0.003592814371257485,2.2709366567759464,5,0.6488390447931275,0.12415224150532701
user_00033,78,1,0.2423231867035292,1,0,4,750,0.8991612461916249,0.29560338549832366,desktop,0,0.113784009815578,0.34590890192525736,casual,0.012658227848101266,0.005326231691078562,0.2423231867035292,4,0.2423231867035292,0.17409663322209992
user_00034,203,15,0.531515735998139,3,2,4,142,0.6445730054381622,0.7125474089132657,desktop,18,0.7758401659004778,0.7287669135641475,power_user,0.07352941176470588,0.027972027972027972,7.972736039972085,6,1.5945472079944167,0.5326504235874107
user_00035,503,12,0.5649312366957241,3,1,5,562,0.48172913648401794,0.7302152176965888,mobile,17,0.7012627310528211,0.7774377161148505,power_user,0.023809523809523808,0.008880994671403197,6.77917484034869,6,1.6947937100871724,0.5240182041632074
user_00036,363,11,0.44674630518269876,3,2,5,362,0.44995292387072217,0.5395161216604362,desktop,43,0.679641366514664,0.8692742172578277,power_user,0.03021978021978022,0.013774104683195593,4.914209357009686,7,1.3402389155480963,0.5557343282624889
user_00037,1525,18,0.8481933802529779,5,4,17,1688,0.5854640110982572,0.9425956326923906,desktop,9,0.8560335910650207,0.6540343553582555,analytical,0.011795543905635648,0.010065127294256957,15.267480844553601,21,4.24096690126489,0.5214433576510854
user_00038,75,3,0.24287477025544305,2,0,2,608,0.5664891941501192,0.48403017863829156,desktop,1,0.076078087548407,0.2810553377070352,casual,0.039473684210526314,0.003284072249589491,0.7286243107663292,2,0.4857495405108861,0.13623078302221306
user_00039,757,18,0.7251347242749117,2,2,9,603,0.3584417798060659,0.8778765281203488,mobile,5,0.8836164988178897,0.8621400360389682,high_intent,0.023746701846965697,0.014900662251655629,13.05242503694841,11,1.4502694485498233,0.6144111627364508
user_00040,1026,27,0.9605562127307447,5,7,10,2177,0.6915551765119243,0.9412219046604999,desktop,6,0.7464947892618821,0.49174964708679636,analytical,0.02629016553067186,0.004591368227731864,25.935017743730107,17,4.802781063653724,0.4220257060816027
user_00041,202,6,0.12957068185226286,1,0,1,725,0.7745248316580136,0.42744965027991383,mobile,0,0.1360297049184605,0.3144360180141282,casual,0.029556650246305417,0.0013774104683195593,0.7774240911135772,1,0.12957068185226286,0.16699654182168527
user_00042,1315,13,0.7810556710729063,4,7,15,1509,0.5900129345946868,0.8824528889352155,desktop,2,0.6892896632712653,0.6753437083837494,analytical,0.009878419452887538,0.009933774834437087,10.153723723947781,22,3.124222684291625,0.47990451478521046
user_00043,33,5,0.131323157784994,2,1,4,645,0.6187574173720889,0.4288062538933068,mobile,1,0.27884064872444914,0.3123286898053787,casual,0.14705882352941177,0.006191950464396285,0.6566157889249701,5,0.262646315569988,0.21044125567880512
user_00044,411,10,0.48308159037819676,2,3,7,253,0.5162610588613725,0.6747880937561691,mobile,21,0.7478895403950132,0.6924678042680903,power_user,0.024271844660194174,0.027559055118110236,4.830815903781968,10,0.9661631807563935,0.5096217003611732
user_00045,160,1,0.44633773146530775,2,0,3,393,0.8766851921965294,0.36041401044994426,mobile,0,0.3440162640184003,0.07968594311459723,casual,0.006211180124223602,0.007614213197969543,0.44633773146530775,3,0.8926754629306155,0.13736352041074984
user_00046,562,17,0.6562689182347924,2,2,5,617,0.2393336022812867,0.5935251339752479,desktop,12,0.755149890760963,0.8576819798762803,high_intent,0.03019538188277087,0.008090614886731391,11.15657160999147,7,1.3125378364695848,0.5720449436448204
user_00047,1708,21,0.796096663460981,5,4,14,2060,0.5867835548364191,0.8510838616458473,desktop,5,0.8105902997714354,0.6576298699958413,analytical,0.012287887653598596,0.006792819019893256,16.7180299326806,18,3.9804833173049046,0.5082668836357351
user_00048,1546,18,0.7458278562902372,5,4,11,1746,0.5168793297635238,0.6775784267754094,desktop,2,0.7489823550348598,0.6355309086896201,analytical,0.011635423400129283,0.006296508299942759,13.42490141322427,15,3.729139281451186,0.48079602247628883
user_00049,1419,17,0.8080218153288383,4,7,10,1993,0.6703990563503319,0.7773899881126786,desktop,8,0.7710374392345349,0.631194937084264,analytical,0.011971830985915493,0.0050150451354062184,13.736370860590252,17,3.2320872613153533,0.48529372014468797
user_00050,169,5,0.4060649399281433,1,0,2,392,0.6470364246761219,0.256439455998792,tablet,1,0.12327862920662569,0.29629493397595275,casual,0.029411764705882353,0.005089058524173028,2.0303246996407163,2,0.4060649399281433,0.15702827990962073
user_00051,271,13,0.6710860084925054,3,3,3,230,0.571310578722024,0.6793030120970476,desktop,32,0.6375141445237025,0.7746122824328809,power_user,0.04779411764705882,0.012987012987012988,8.724118110402571,6,2.0132580254775165,0.504995260226367
user_00052,646,21,0.5371306063033542,3,4,6,464,0.39220297515444774,0.7973313094887682,mobile,6,0.7489581625690084,0.8469910961368868,high_intent,0.03245749613601236,0.012903225806451613,11.279742732370439,10,1.6113918189100627,0.5673548549673928
user_00053,387,19,0.7034072423605642,2,2,6,470,0.5183403851279464,0.7958791084705795,desktop,10,0.6645900171571959,0.5846213237922036,power_user,0.04896907216494845,0.012738853503184714,13.364737604850719,8,1.4068144847211284,0.4370471907149956
user_00054,173,9,0.5444145467239279,2,3,3,453,0.7284878782423208,0.7305582082811973,tablet,30,0.6098038560140742,0.6125324324437225,power_user,0.05172413793103448,0.006607929515418502,4.899730920515351,6,1.0888290934478557,0.42993650863633676
user_00055,651,20,0.5348247759279934,2,2,9,348,0.4255506476949859,0.8196876235433869,desktop,9,0.7648521725755913,0.9089454978835066,high_intent,0.03067484662576687,0.025787965616045846,10.696495518559868,11,1.0696495518559868,0.6007702406108938
user_00056,485,13,0.5191012231364539,3,1,5,621,0.562322050120603,0.6266784838505284,mobile,42,0.7451888756988667,0.8709119488879504,power_user,0.026748971193415638,0.008038585209003215,6.748315900773901,6,1.5573036694093618,0.5743330178275412
user_00057,186,3,0.28599742741964107,1,2,1,673,0.8219456011571806,0.4333748406261091,desktop,1,0.3094265183200973,0.2627779121973594,casual,0.016042780748663103,0.001483679525222552,0.8579922822589232,3,0.28599742741964107,0.19838422423253974
user_00058,183,0,0.13240402013537758,1,1,1,348,0.7755235662950652,0.38566747201855955,mobile,0,0.26683789354670473,0.3318665396655406,casual,0.0,0.0028653295128939827,0.0,2,0.13240402013537758,0.21365758278409586
user_00059,219,7,0.20463785880426263,2,2,4,545,0.7152679544213396,0.4669713345511488,mobile,0,0.17658800044209016,0.14368962650246594,casual,0.031818181818181815,0.007326007326007326,1.4324650116298385,6,0.40927571760852527,0.11265005293141563
user_00060,878,31,0.8874626483501078,4,3,11,1402,0.5849064221238368,0.7515381095498314,desktop,7,0.7620429211873542,0.5416185357997436,analytical,0.03526734926052332,0.007840342124019958,27.51134209885334,14,3.549850593400431,0.4476123933133097
user_00061,1282,20,0.8453205167508173,5,4,11,1678,0.5615219432618773,0.8344266179103809,desktop,7,0.8571408391107718,0.6553581176982803,analytical,0.01558846453624318,0.006551518761167362,16.906410335016346,15,4.226602583754087,0.5212509544408939
user_00062,213,5,0.2616811012242071,2,1,3,532,0.6892931608067813,0.3063566292847851,mobile,0,0.2851579326927482,0.2955130889526974,casual,0.02336448598130841,0.005628517823639775,1.3084055061210356,4,0.5233622024484142,0.20544117073599535
user_00063,506,9,0.3446611107661753,4,1,5,356,0.46944585517445286,0.6707319759269442,mobile,37,0.6791899844814338,0.8792134711193191,power_user,0.01775147928994083,0.014005602240896359,3.1019499968955775,6,1.3786444430647011,0.5596440644644267
user_00064,1529,36,0.787788976958161,4,3,15,1828,0.5112440665848632,0.9567182177631628,desktop,8,0.8483992203516041,0.606266400538097,analytical,0.023529411764705882,0.008201202843083653,28.360403170493797,18,3.151155907832644,0.49948668717364514
user_00065,248,8,0.3231488171034285,1,0,3,614,0.6837512430167724,0.3592645853066334,desktop,1,0.36970107601240043,0.23666261973967184,casual,0.0321285140562249,0.004878048780487805,2.585190536827428,3,0.3231488171034285,0.2070387853337352
user_00066,1916,37,0.7968364256027052,4,3,9,2342,0.5549348124595506,0.7501743349040698,tablet,5,0.8294515850465423,0.6219306774479297,analytical,0.019300991131977047,0.0038412291933418692,29.48294774730009,12,3.1873457024108207,0.4987601152511371
user_00067,138,9,0.3552660787505073,2,0,4,321,0.7637231598660325,0.40443617351563405,mobile,0,0.3954852157119513,0.12765978192872365,casual,0.06474820143884892,0.012422360248447204,3.1973947087545658,4,0.7105321575010146,0.173436185559609
user_00068,517,9,0.5620175503239119,3,2,4,472,0.5634425422764321,0.7078783286697261,desktop,25,0.8142360684477141,0.9059108770431059,power_user,0.017374517374517374,0.008456659619450317,5.058157952915207,6,1.6860526509717357,0.6091721692373917
user_00069,281,2,0.2679508102777171,2,2,3,848,0.9568541924585142,0.4566237400305248,tablet,1,0.2657703008117581,0.23847504671609904,casual,0.0070921985815602835,0.0035335689045936395,0.5359016205554342,5,0.5359016205554342,0.17618117960134516
user_00070,333,10,0.6034920109287142,3,2,5,388,0.5467587375555729,0.8615964695790534,mobile,27,0.6183546692571018,0.7408954546259466,power_user,0.029940119760479042,0.012853470437017995,6.034920109287142,7,1.8104760327861427,0.4857206237586146
user_00071,852,21,0.648790852209787,2,4,8,482,0.5864941179840119,0.7819108070666401,tablet,9,0.9151024366188313,0.7891165937085894,high_intent,0.0246189917936694,0.016563146997929608,13.624607896405529,12,1.297581704419574,0.5951463125684641
user_00072,246,9,0.3342368253737435,1,0,1,410,0.6697887014272619,0.5312473164531966,tablet,0,0.22747297953134332,0.21759937516853256,casual,0.03643724696356275,0.0024330900243309003,3.0081314283636913,1,0.3342368253737435,0.1560115709341153
user_00073,238,3,0.348258888400902,2,0,2,521,0.8105199191013311,0.4324090945781693,mobile,0,0.31163626327613314,0.13728204824839982,casual,0.012552301255230125,0.0038314176245210726,1.044776665202706,2,0.696517776801804,0.14955312356955616
user_00074,439,14,0.657080886964643,3,3,3,225,0.5917612796554341,0.6349735540397896,desktop,22,0.6394989614728575,0.7025828931132829,power_user,0.031818181818181815,0.01327433628318584,9.199132417505002,6,1.9712426608939289,0.4768651465721262
user_00075,741,16,0.43910022899653783,2,4,8,504,0.5196137102064767,0.7842529893655013,desktop,9,0.7610767771687514,0.7443758782380158,high_intent,0.0215633423180593,0.015841584158415842,7.025603663944605,12,0.8782004579930757,0.5308258596933565
user_00076,497,26,0.8232431781826353,3,3,9,438,0.40514700698060885,0.7411116855912229,mobile,5,0.9245366401176696,0.7349285827928257,high_intent,0.05220883534136546,0.02050113895216401,21.404322632748517,12,2.4697295345479056,0.5774827668380804
user_00077,351,21,0.7577117177938892,3,2,6,602,0.3454827607177636,0.8200534485438757,mobile,14,0.9153831909916078,0.7514772325963662,high_intent,0.05965909090909091,0.009950248756218905,15.911946073671674,8,2.2731351533816677,0.5781909249628946
user_00078,263,8,0.3436154412925566,2,0,1,804,0.5891614442946671,0.42930621381969436,tablet,1,0.2015747943003118,0.10577427853437762,casual,0.030303030303030304,0.0012422360248447205,2.748923530340453,1,0.6872308825851132,0.103154820511298
user_00079,1107,44,0.7511442731028182,5,5,11,1683,0.5866917542468997,0.9442180226034116,desktop,2,0.8538004810397286,0.5454782862863465,analytical,0.039711191335740074,0.006532066508313539,33.050348016524,16,3.755721365514091,0.47629107877895127
user_00080,105,6,0.31672582191146825,2,2,3,594,0.8789247545315529,0.31403342593780037,desktop,1,0.24785863537490618,0.3718381492837853,casual,0.05660377358490566,0.005042016806722689,1.9003549314688095,5,0.6334516438229365,0.22460545536800278
user_00081,251,9,0.5393715870103499,4,1,7,503,0.48879918634489256,0.6580976663698049,mobile,27,0.8439202805334572,0.8392519931376538,power_user,0.03571428571428571,0.013888888888888888,4.854344283093149,8,2.1574863480413997,0.5930435480817653
user_00082,511,10,0.5776728550462326,3,4,10,708,0.49779598234697886,0.7392774423132835,tablet,9,0.6976138702320847,0.8875080548252502,high_intent,0.01953125,0.014104372355430184,5.776728550462326,14,1.7330185651386976,0.5685186947063545
user_00083,1304,19,0.8798171452298478,5,7,19,1919,0.6684041103760375,0.8755743656017094,desktop,4,0.6547742128944158,0.6965548347680817,analytical,0.014559386973180077,0.009895833333333333,16.71652575936711,26,4.399085726149239,0.4780229477755574
user_00084,129,4,0.22886306634523304,1,0,3,866,0.9599517964901102,0.32501066925071365,tablet,1,0.14463290783129923,0.2509987758582296,casual,0.03076923076923077,0.0034602076124567475,0.9154522653809322,3,0.22886306634523304,0.14482744497641864
user_00085,804,42,0.9691173212097418,3,4,9,2066,0.5047132959990314,0.7104701660652735,desktop,3,0.8275261396276732,0.656418058230998,analytical,0.05217391304347826,0.0043541364296081275,40.70292749080916,13,2.9073519636292255,0.5121313061095836
user_00086,1140,35,0.7524603050810343,5,4,11,1869,0.4459206005699161,0.8027843237874654,desktop,7,0.791889151212502,0.4505368760482449,analytical,0.03067484662576687,0.0058823529411764705,26.336110677836203,15,3.7623015254051717,0.4195462016654015
user_00087,671,9,0.818122471415681,2,4,5,461,0.4942917283063826,0.6381211344136966,desktop,4,0.7328795162597912,0.7725190821642453,high_intent,0.013392857142857142,0.010822510822510822,7.363102242741128,9,1.636244942831362,0.5321182409903887
user_00088,556,22,0.7315589676652315,2,4,9,782,0.5882187329926282,0.8318091553875737,desktop,10,0.7647771581159478,0.8945887971091268,high_intent,0.03949730700179533,0.011494252873563218,16.094297288635094,13,1.463117935330463,0.590716942140504
user_00089,429,7,0.6725830701662346,2,1,3,432,0.5933189372276235,0.7376073117760003,mobile,32,0.8062966765460878,0.7157522761165062,power_user,0.01627906976744186,0.006928406466512702,4.708081491163642,4,1.3451661403324693,0.5302684353503827
user_00090,1885,37,0.8952131786271965,3,6,14,1434,0.6182435976907741,0.9311117564297445,desktop,9,0.900768610211292,0.6862283586556511,analytical,0.019618239660657476,0.00975609756097561,33.12288760920627,20,2.6856395358815894,0.5476487557939407
user_00091,241,1,0.2998782550536251,2,2,3,422,0.8069290278263949,0.5509176933889517,tablet,0,0.2937319642233541,0.24552954655472825,casual,0.004132231404958678,0.0070921985815602835,0.2998782550536251,5,0.5997565101072502,0.18845906746336563
user_00092,674,14,0.46790557119823367,3,2,8,766,0.46153740542046884,0.8314410444701471,desktop,10,0.9077538199176334,0.8140060600813736,high_intent,0.02074074074074074,0.010430247718383311,6.5506779967752715,10,1.403716713594701,0.6010576443233544
user_00093,869,12,0.7525564765933602,3,3,9,344,0.5553794601133761,0.713618403671358,desktop,5,0.891792514491584,0.9785271746258796,high_intent,0.013793103448275862,0.02608695652173913,9.030677719120323,12,2.257669429780081,0.6667747111543488
user_00094,544,16,0.7496137438091934,2,2,5,339,0.580448875809887,0.8172754714386403,desktop,12,0.9451644655888992,0.9001143799769108,high_intent,0.029357798165137616,0.014705882352941176,11.993819900947095,7,1.4992274876183869,0.6480068563733163
user_00095,501,14,0.5648940872879088,3,2,8,829,0.4620997018463603,0.6089042540088235,mobile,12,0.7520607874823544,0.7900979116474764,high_intent,0.027888446215139442,0.00963855421686747,7.908517222030723,10,1.6946822618637265,0.5445489671687572
user_00096,1222,26,0.975960197835522,3,7,19,1654,0.5691660755735539,0.7769504026158801,desktop,6,0.7649339885135541,0.6390235732640859,analytical,0.02125919869174162,0.011480362537764351,25.37496514372357,26,2.927880593506566,0.48853373462102984
user_00097,1508,15,0.6657021893319672,5,7,17,1809,0.47949686829339216,0.6630201532665051,desktop,2,0.7844552763690786,0.5030804619110928,analytical,0.009940357852882704,0.009392265193370166,9.98553283997951,24,3.3285109466598364,0.4393864472331718
user_00098,801,12,0.763612773642685,4,6,11,1391,0.5119806114713644,0.770442934829812,desktop,3,0.77828775958991,0.501445250412677,analytical,0.014962593516209476,0.007902298850574713,9.163353283712219,17,3.05445109457074,0.4364351176972162
user_00099,90,5,0.3384347060609385,2,2,1,392,0.9155661831087458,0.34008626838813716,mobile,0,0.19561572694126778,0.21266773591842608,casual,0.054945054945054944,0.002544529262086514,1.6921735303046925,3,0.676869412121877,0.14451517122837673
user_00100,94,4,0.32494530576347286,2,1,1,791,0.7576999736004655,0.3197120522760723,mobile,0,0.1438900668317652,0.2757344608078906,casual,0.042105263157894736,0.0012626262626262627,1.2997812230538914,2,0.6498906115269457,0.15383959225147367
user_00101,135,4,0.09738826218690738,2,0,1,750,0.6565526273674727,0.19068576272556487,tablet,0,0.10507432695016033,0.3013348685586274,casual,0.029411764705882353,0.0013315579227696406,0.3895530487476295,1,0.19477652437381476,0.15245571288532994
user_00102,424,21,0.5869329267425275,3,4,6,315,0.6163298138808792,0.8059912062462904,tablet,4,0.8620587958062723,0.7211901051319499,high_intent,0.04941176470588235,0.0189873417721519,12.325591461593078,10,1.7607987802275824,0.5527898833263073
user_00103,1067,23,0.9110481115739665,5,4,14,2093,0.5513622957128557,0.9125163462896887,desktop,5,0.730267834561907,0.49463331882475736,analytical,0.02153558052434457,0.0066857688634192934,20.95410656620123,18,4.5552405578698325,0.4189394085575008
user_00104,1055,15,0.769455017902644,5,5,13,1808,0.5349558661376485,0.6960547859075753,desktop,5,0.7304336738014123,0.42468245200604904,analytical,0.014204545454545454,0.007186290768380321,11.541825268539661,18,3.84727508951322,0.39115897017335743
user_00105,316,19,0.7170865858258019,4,2,4,483,0.46613995316687834,0.6831485786995967,mobile,33,0.70425913303663,0.7282298191382583,power_user,0.05993690851735016,0.008264462809917356,13.624645130690235,6,2.8683463433032075,0.5050490064092676
user_00106,51,0,0.3449072916114698,2,2,4,776,0.6950248705737957,0.4651442332383412,tablet,1,0.37832965530749885,0.13191199586738683,casual,0.0,0.005148005148005148,0.0,6,0.6898145832229396,0.16780809648360595
user_00107,1218,27,0.7181109713059121,5,5,17,2484,0.6938509615956788,0.7024583607270375,desktop,9,0.9170432709200502,0.5532136942908851,analytical,0.022149302707136997,0.006841046277665996,19.388996225259625,22,3.59055485652956,0.4984507728756689
user_00108,313,23,0.5531167937911318,2,3,9,386,0.37449553625420895,0.8018873205859242,tablet,3,0.8512100844955693,0.8867253654022698,high_intent,0.0732484076433121,0.023255813953488372,12.72168625719603,12,1.1062335875822635,0.6170299156956253
user_00109,132,6,0.39130188800319976,1,0,4,517,0.6391969520149352,0.21455040846863582,mobile,0,0.1861173722450662,0.21919421522170313,casual,0.045112781954887216,0.007722007722007722,2.3478113280191986,4,0.39130188800319976,0.14582950007880344
user_00110,78,8,0.28372334459266746,1,0,4,849,0.7281233224635626,0.3861117416340059,mobile,1,0.3832665041701312,0.2087794967805457,casual,0.10126582278481013,0.004705882352941176,2.2697867567413397,4,0.28372334459266746,0.19990351466914
user_00111,249,8,0.263721534111005,2,0,1,333,0.8290430191127619,0.17734602884682849,mobile,0,0.20578447810009437,0.379865868950191,casual,0.032,0.0029940119760479044,2.10977227288804,1,0.52744306822201,0.2145798946029191
user_00112,32,8,0.19442331377245498,2,2,1,602,0.6036907943917145,0.25260253625848206,mobile,0,0.29404109658255395,0.2639651841083061,casual,0.24242424242424243,0.001658374792703151,1.5553865101796398,3,0.38884662754490995,0.19429591505589955
user_00113,184,10,0.7537829064883664,3,2,6,142,0.6905304929849612,0.8492642552263383,mobile,10,0.6310271886629942,0.5509920032682516,power_user,0.05405405405405406,0.04195804195804196,7.537829064883664,8,2.2613487194650994,0.4222923704936115
user_00114,576,11,0.6029500058215712,2,1,6,332,0.5398250638021759,0.7127678983814917,mobile,10,0.646940939751979,0.8919143889845419,power_user,0.019064124783362217,0.018018018018018018,6.632450064037283,7,1.2059000116431424,0.5562534429248158
user_00115,618,12,0.5997800010640146,3,3,11,788,0.287996970616507,0.6207526891759344,mobile,8,0.7625777185825283,0.8901479859577173,high_intent,0.01938610662358643,0.01394169835234474,7.197360012768176,14,1.799340003192044,0.5890150194635488
user_00116,446,10,0.47819058042483936,4,1,5,382,0.4985271790032926,0.5919192620103981,tablet,29,0.6997071127309531,0.9465760281733501,power_user,0.02237136465324385,0.013054830287206266,4.781905804248393,6,1.9127623216993574,0.5924589941747878
user_00117,529,10,0.6113918575280869,3,1,4,127,0.7054645891197044,0.7955690591761706,desktop,17,0.7947965130078813,0.849230168603061,power_user,0.018867924528301886,0.03125,6.113918575280869,5,1.8341755725842606,0.5875060213435889
